id;quantity;type;reverse;name;description;posstr;display;shortcut;autoreverse;pwn;tests
118;320;"relacja leksykalna";"-1";"procesywność V_DK-Adj";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację procesywności DK-Adj z &lt;y#>";"pr_V_DK-Adj";"false";"p_prvda";"(&lt;y#> to przymiotnik,czasownik) (&lt;x#> to czasownik,czasownik) (&lt;x#> to stać się &lt;y#adj:sg:inst:m1:%|y#pact:sg:inst:m1:%>,czasownik)"
119;55;"relacja leksykalna";"-1";"procesywność V_DK-N";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację procesywności DK-N z &lt;y#>";"pr_V_DK-N";"false";"p_prvdn";"(&lt;y#> to rzeczownik,czasownik) (&lt;x#> to czasownik,czasownik) (&lt;x#> to stać się &lt;y#subst:sg:inst:%>,czasownik)"
120;537;"relacja leksykalna";"-1";"kauzacja NDK-NDK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji NDK-NDK z &lt;y#>";"kauz_ndk-ndk";"false";"p_causnn";"(&lt;x#> i &lt;y#> są niedokonane,czasownik) (&lt;y#> nie jest czasownikiem stanowym,czasownik) (Jeżeli &lt;x#praet:sg:m1>(o), to powodował(o), że ktoś|coś &lt;y#praet:sg:m1>(o),czasownik)"
121;461;"relacja leksykalna";"-1";"kauzacja DK-DK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji DK-DK z &lt;y#>";"kauz_dk-dk";"false";"p_causdd";"(&lt;x#> i &lt;y#> są dokonane,czasownik) (Jeżeli &lt;x#praet:sg:m1>(o), to spowodował(o), że ktoś|coś &lt;y#praet:sg:m1>(o),czasownik)"
122;76;"relacja leksykalna";"-1";"kauzacja stanu DK-NDK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji stanu DK z &lt;y#>";"kauz_st_dk-ndk";"false";"p_castdn";"(&lt;x#> jest dokonane, &lt;y#> jest niedokonane,czasownik) (&lt;y#> jest czasownikiem stanowym,czasownik) (Jeżeli &lt;x#praet:sg:m1>(o), to spowodował(o), że ktoś|coś &lt;y#praet:sg:m1>(o),czasownik)"
124;310;"relacja leksykalna";"-1";"kauzacja procesu DK-Adj";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji procesu DK-Adj z &lt;y#>";"kauz_pr_dk-Adj";"false";"p_caprda";"(Czasownik '&lt;x#>' jest dokonany, '&lt;y#>' jest przymiotnikiem,czasownik) (Jeżeli &lt;x#praet:sg:m1:%>(o), to spowodował, że ktoś|coś stał(o) się &lt;y#praet:sg:m1:%>(o),czasownik)"
125;35;"relacja leksykalna";"-1";"kauzacja procesu DK-N";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji procesu DK-N z &lt;y#>";"kauz_pr_dk-N";"false";"p_caprdn";"(Czasownik '&lt;x#>' jest dokonany, '&lt;y#>' jest rzeczownikiem,czasownik) (Jeżeli &lt;x#praet:sg:m1:%>(o), to spowodował(o), że ktoś|coś stał(o) się &lt;y#adj:sg:inst:%|y#:pact:sg:inst:%>,czasownik)"
126;308;"relacja leksykalna";"-1";"kauzacja procesu NDK-Adj";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji procesu NDK-Adj z &lt;y#>";"kauz_pr_ndk-Adj";"false";"p_caprna";"(Czasownik '&lt;x#>' jest niedokonany, '&lt;y#>' jest przymiotnikiem,czasownik) (Jeżeli &lt;x#praet:sg:m1:%>(o), to powodował(o), że ktoś|coś stawał(o) się &lt;y#adj:sg:inst:%|y#pact:sg:inst:%>,czasownik)"
127;47;"relacja leksykalna";"-1";"kauzacja procesu NDK-N";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kauzacji procesu NDK-N z &lt;y#>";"kauz_pr_ndk-N";"false";"p_caprnn";"(Czasownik '&lt;x#>' jest niedokonany, '&lt;y#>' jest rzeczownikiem,czasownik) (Jeżeli &lt;x#praet:sg:m1:%>(o), to powodował(o), że ktoś|coś stawał(o) się &lt;y#adj:sg:inst:%|y#:pact:sg:inst:%>,czasownik)"
129;315;"relacja leksykalna";"-1";"inchoatywność DK-NDK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację inchoatywności DK-NDK z &lt;y#>";"inch_dk";"false";"p_inchd";"(&lt;x#> i &lt;y#> to czasowniki,czasownik) (&lt;x#> jest DK, &lt;y#> jest NDK,czasownik) (&lt;x#> to zacząć &lt;y#>,czasownik)"
130;105;"relacja leksykalna";"-1";"inchoatywność NDK-NDK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację inchoatywności NDK-NDK z &lt;y#>";"inch_ndk";"false";"p_inchn";"(&lt;x#> i &lt;y#> to czasowniki niedokonane,czasownik) (&lt;x#> to zaczynać &lt;y#>,czasownik)"
131;18;"relacja leksykalna";"-1";"zwrotność";"";"czasownik";"&lt;x#> jest w relacji zwrotności do &lt;y#>";"zwr";"false";"p_zwr";"(&lt;x#> i &lt;y#> to czasowniki,czasownik) (&lt;x#> = &lt;y#> + SIĘ,czasownik) (Jeżeli &lt;x#praet:sg:m1:%>(o), to sam(o) &lt;y#praet:sg:m1:%>(o) siebie,czasownik)"
134;54;"relacja leksykalna";"-1";"iteratywność NDK-NDK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację iteratywności NDK-NDK z &lt;y#>";"iter_NDK";"false";"p_itern";"(&lt;x#> i &lt;y#> to czasowniki niedokonane,czasownik) (Jeden z elementów synsetu zawierającego '&lt;x#>' jest derywatem jednego z elementów synsetu zawierającego '&lt;y#>',czasownik) (&lt;x#> to wiele razy &lt;y#>,czasownik) (&lt;x#> nie ma znaczenia kursywnego,czasownik)"
136;301;"relacja leksykalna";"-1";"dystrybutywność";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację dystrybutywności z &lt;y#>";"dystr";"false";"p_dystr";"(&lt;x#> i &lt;y#> to czasowniki dokonane,czasownik) (&lt;x#> to &lt;y#> wiele rzeczy/osób lub o wielu osobach lub rzeczach &lt;y#>,czasownik) (W znaczeniu czasownika &lt;x#> zawiera się obligatoryjna informacja o wielu obiektach lub wielu agensach,czasownik)"
137;169;"relacja pomiędzy synsetami";"-1";"presupozycja";"";"czasownik";"&lt;x#> wchodzi w relację presupozycji z &lt;y#>";"presup";"false";"p_presup";"(&lt;x#> i &lt;y#> to czasowniki,czasownik) (Czasowników &lt;x#> i &lt;y#> nie łączy ani relacja hipo-/hiperonimii, ani relacja mero-/holonimii, ani relacje podobieństwa semantycznego,czasownik) (Jeżeli stwierdzamy, że &lt;x#praet:sg:m1:%>(o), oznacza to, że musiał(o) wcześniej &lt;y#>,czasownik) (Jeżeli stwierdzamy, że nie &lt;x#praet:sg:m1:%>(o), to też oznacza, że musiał(o) wcześniej &lt;y#>,czasownik) (Prawdziwość stwierdzenia, że wcześniej &lt;y#praet:sg:m1:%>(o), jest warunkiem koniecznym, aby sensownie stwierdzić, że &lt;x#praet:sg:m1:%>(o) czy też nie &lt;x#praet:sg:m1:%>(o) ,czasownik)"
138;170;"relacja pomiędzy synsetami";"-1";"uprzedniość";"";"czasownik";"&lt;x#> wchodzi w relację uprzedniości z &lt;y#>";"uprzedn";"false";"p_uprz";"(&lt;x#> i &lt;y#> to czasowniki,czasownik) (Czasowników &lt;x#> i &lt;y#> nie łączy ani relacja hipo-/hiperonimii, ani relacja mero-/holonimii, ani relacje podobieństwa semantycznego,czasownik) (Czasowniki &lt;x#> i &lt;y#> nie są powiązane derywacyjnie,czasownik) (Sytuacja oznaczana przez &lt;x#> nie presuponuje sytuacji oznaczanej przez &lt;y#>,czasownik) (Jeżeli ktoś/coś &lt;x#praet:sg:m1:%>(o), to wcześniej mógł &lt;y#>; istnieje przynajmniej jeszcze jeden czasownik Z taki. że może zastąpić czasownik &lt;y#> w tym teście,czasownik)"
140;187;"relacja leksykalna";"-1";"iteratywność NDK-DK";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację iteratywności NDK-DK z &lt;y#>";"iter_DK";"false";"p_iterd";"(Jeden z elementów synsetu zawierającego '&lt;x#>' jest derywatem jednego z elementów synsetu zawierającego '&lt;y#>',czasownik) (&lt;x#> jest NDK, a &lt;y#> jest DK,czasownik) (&lt;x#> to wiele razy &lt;y#>,czasownik) (&lt;x#> nie ma znaczenia kursywnego,czasownik)"
141;30926;"relacja leksykalna";"62";"synonimia międzyparadygmatyczna V-N";"(dziedziczone)";"(dziedziczone)";"&lt;x#> i &lt;y#> to synonimy międzyparadygmatyczne";"syn:mpar_VN";"true";"p_svn";"(&lt;x#> to czasownik, a &lt;y#> to rzeczownik,czasownik) (&lt;x#> i &lt;y#> są ze sobą powiązane morfologicznie,czasownik) (TAK: jeśli jest mowa o przypadku &lt;y#subst:sg:gen:%>, to ktoś/coś &lt;x#fin:sg:ter:%> (się),czasownik) (TAK: jeśli ktoś/coś &lt;x#fin:sg:ter:%> (się), to mowa jest o przypadku &lt;y#subst:sg:gen:%>,czasownik)"
142;4056;"relacja leksykalna";"63";"synonimia międzyparadygmatyczna ADJ-N";"(dziedziczone)";"(dziedziczone)";"&lt;x#> i &lt;y#> to synonimy międzyparadygmatyczne";"syn:mpar_AdjN";"true";"p_aan";"(&lt;y#> to rzeczownik, a &lt;x#> to przymiotnik,przymiotnik) (&lt;x#> i &lt;y#> są powiązane ze sobą morfologicznie, &lt;y#> jest derywatem &lt;x#>,przymiotnik) (TAK: jeśli mowa jest o stanie|cesze &lt;y#>, to ktoś/coś jest &lt;x#>,przymiotnik) (TAK: jeśli ktoś/coś jest &lt;x#>, to mowa jest o stanie|cesze &lt;y#>,przymiotnik)"
145;13355;"relacja pomiędzy synsetami";"-1";"wartość_cechy";"Relacją wartość cechy łączymy przymiotniki lub przysłówki oznaczające jakiś stopień natężenia cechy wyrażonej rzeczownikiem.";"rzeczownik,przysłówek,przymiotnik";"&lt;x#> jest wartością cechy &lt;y#>";"war";"false";"p_war";"(&lt;x#> to przymiotnik, &lt;y#> - to rzeczownik,przymiotnik) ([PRZYMIOTNIKI JAKOŚCIOWE],przymiotnik) (Jeżeli ktoś|coś jest &lt;x#>(e,a), to ma określony(e,ą) &lt;y#subst:sg:acc:%>, jest kimś|czymś o określonym &lt;y#subst:sg:inst:%>.,przymiotnik) (Jeżeli ktoś|coś ma określony(e,ą) &lt;y#subst:sg:acc:%> / jest o określonym(ej) &lt;y#subst:sg:inst:%>, to niekoniecznie jest &lt;x#>(e,a).,przymiotnik) (&lt;x#> to przysłówek, &lt;y#> to rzeczownik,przysłówek) ([a] Jeżeli ktoś / coś robi coś &lt;x#>, to robi to o/w/z określonym &lt;y#>.,przysłówek) ([b] Jeżeli coś dzieje się &lt;x#>, to dzieje się to o/w/z określonym &lt;y#>.,przysłówek) ([c] Jeżeli ktoś/coś jest &lt;x#> jakiś (-aś, -eś), to jest jakiś (-aś, -eś) w/z/o określonym (-ej, -ą) &lt;y#subst:sg:loc:%>.,przysłówek) ([d] Jeżeli jest &lt;x#>, to jest określony (-e, -a) &lt;y#>.,przysłówek)"
146;2006;"relacja pomiędzy synsetami";"-1";"określnik";"Relacją tą łączymy przymiotnik z rzeczownikiem, jeśli może on określać byty oznaczane przez ten rzeczownik i większość jego hiponimów. Np. przymiotnikiem &quot;kary&quot; możemy określać różnego rodzaju konie, stąd relacja &quot;kary&quot; --> &quot;koń&quot;.";"rzeczownik,przymiotnik";"&lt;x#> określa wyraz &lt;y#>";"okr";"false";"p_=";"(&lt;x#> to przymiotnik, &lt;y#> i P to rzeczowniki,przymiotnik) (&lt;x#> wchodzi w relację wartości cechy z P,przymiotnik) (P zazwyczaj charakteryzuje &lt;y#>,przymiotnik) ([PRZYMIOTNIKI JAKOŚCIOWE],przymiotnik) (Mówi się o &lt;y#subst:sg:loc:%>, że jest &lt;x#>(e,a) w odniesieniu do jego|jej P,przymiotnik) (Jeżeli &lt;y#> jest &lt;x#>(e,a), to ma określone P | jest &lt;y#subst:sg:inst:%> o określonym P,przymiotnik) (Jeżeli &lt;y#> ma określone P | jest &lt;y#subst:sg:inst:%> o określonym P, to niekoniecznie jest &lt;x#>(e,a),przymiotnik) ([PRZYMIOTNIKI RELACYJNE],przymiotnik) (Mówi się o &lt;y#subst:sg:loc:%>, że jest &lt;y#subst:sg:inst:%> &lt;x#adj:sg:inst:%> w odniesieniu do jego|jej P,przymiotnik) (Jeżeli &lt;y#> jest &lt;y#subst:sg:inst:%> &lt;x#adj:sg:inst:%>, to ma określone P,przymiotnik) (Jeżeli &lt;y#> ma określone P, to niekoniecznie jest &lt;y#subst:sg:inst:%> &lt;x#adj:sg:inst:%>,przymiotnik)"
147;1926;"relacja pomiędzy synsetami";"-1";"gradacyjność";"Gradacyjnością łączymy różne stopnie intensywności tej samej cechy. Relacją tą łączymy tylko najbliższe stopnie natężenia cechy.";"przysłówek,przymiotnik";"&lt;x#> wyraża większe natężenie cechy P niż &lt;y#>";"grad";"false";"p_>";"(&lt;x#> i &lt;y#> są przymiotnikami, P to rzeczownik,przymiotnik) (&lt;x#> i &lt;y#> są wartościami tej samej cechy P lub hiponimami tego samego (niekoniecznie bezpośredniego) hiperonimu.,przymiotnik) (Przymiotniki &lt;x#> i &lt;y#> nie wyrażają podobnego natężenia cechy P,przymiotnik) (Przymiotnik &lt;x#> wyraża mniejsze natężenie cechy P niż przymiotnik &lt;y#>,przymiotnik) (Żaden inny przymiotnik nie może zastąpić ani przymiotnika &lt;x#>, ani przymiotnika &lt;y#> w poprzednim zdaniu. Wyjątkiem są synonimy obu przymiotników.,przymiotnik) (&lt;x#> i &lt;y#> to przysłówki,przysłówek) (Przysłówki &lt;x#> i &lt;y#> są albo kowartościami tej samej cechy C, albo kohiponimami tego samego hiperonimu (niekoniecznie bezpośredniego).,przysłówek) (Przysłówki &lt;x#> i &lt;y#> wyrażają różne stopnie natężenia cechy C w stosownej skali.,przysłówek) (Przysłówek &lt;x#> (i każdy jego synonim) wyraża mniejsze natężenie cechy C niż przysłówek &lt;y#> (i każdy jego synonim).,przysłówek) (W ciągu gradacyjnym przysłówki łączymy po kolei.,przysłówek) (Oznacza to, że w ciągu kolejnych stopni natężenia danej cechy pomiędzy &lt;x#> i &lt;y#> nie ma żadnego przysłówka wyrażającego stopień pośredni.,przysłówek)"
148;2046;"relacja leksykalna";"-1";"podobieństwo";"Relacją tą łączymy przymiotnik odrzeczownikowy z jego bazą słowotwórczą, jeśli przymiotnik jest jakościowy i przypomina byt wyrażony rzeczownikiem pod jakimś względem.";"rzeczownik,przymiotnik";"&lt;x#> przypomina &lt;y#>";"sim";"false";"p_sim";"(&lt;x#> jest przymiotnikiem jakościowym derywowanym od rzeczownika &lt;y#>, P to pewien rzeczownik,przymiotnik) (&lt;x#> wchodzi w relację wartości cechy z P,przymiotnik) (Jeżeli ktoś|coś jest &lt;x#>(e), to przypomina &lt;y#subst:sg:acc:%> P[inst],przymiotnik)"
149;5006;"relacja leksykalna";"-1";"charakteryzowanie";"Relacją tą łączymy te odrzeczownikowe przymiotniki jakościowe z ich podstawami słowotórczymi.";"rzeczownik,przymiotnik";"&lt;x#> jest charakteryzowane przez &lt;y#>";"cha";"false";"p_char";"(&lt;x#> jest przymiotnikiem jakościowym derywowanym od rzeczownika &lt;y#>,przymiotnik) (&lt;x#> nie wchodzi w relację podobieństwa z &lt;y#>,przymiotnik) (Jeżeli ktoś|coś jest &lt;x#>(e,a), to jest też pełen/pełne &lt;y#subst:pl:gen:%> / ma charakterystyczny(e,ą)  &lt;y#subst:sg:acc:%> / ma &lt;y#subst:sg:acc:%>,przymiotnik)"
151;391;"relacja leksykalna";"-1";"stopień wyższy";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest formą stopnia wyższego od &lt;y#>";"comp";"false";"p_comp";"(&lt;x#> wyraża w sposób syntetyczny stopień wyższy od &lt;y#>, &lt;x#> pochodzi od &lt;y#>,przymiotnik) (&lt;y#> jest przymiotnikiem w stopniu równym,przymiotnik) (&lt;x#> i &lt;y#> to przysłówki,przysłówek) (&lt;x#> pochodzi od &lt;y#>,przysłówek) (&lt;x#> wyraża w sposób syntetyczny stopień wyższy.,przysłówek) (&lt;y#> jest przysłówkiem w stopniu równym.,przysłówek)"
152;33;"relacja leksykalna";"-1";"stopień najwyższy";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest formą stopnia najwyższego, derywowaną od &lt;y#>";"sup";"false";"p_sup";"(&lt;x#> wyraża w sposób syntetyczny stopień najwyższy, &lt;x#> pochodzi od &lt;y#>,przymiotnik) (&lt;y#> jest przymiotnikiem w stopniu równym,przymiotnik) (&lt;x#> i &lt;y#> to przysłówki,przysłówek) (&lt;x#> pochodzi od &lt;y#>,przysłówek) (&lt;x#> wyraża w sposób syntetyczny stopień najwyższy.,przysłówek) (&lt;y#> jest przysłówkiem w stopniu równym.,przysłówek)"
154;889;"relacja leksykalna";"-1";"subiekt";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji agensa do &lt;y#>";"sub";"false";"p_rava";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a) &lt;y#fin:sg:ter:imperf>' [3 os. czasu teraźn.],przymiotnik) (lub 'taki(a,e), który(a,e) &lt;y#praet:sg:m1:perf>(o)' [3 os. czasu przeszłego],przymiotnik)"
155;245;"relacja leksykalna";"-1";"obiekt";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji pacjensa do &lt;y#>";"ob";"false";"p_ravo";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(ą,e) ktoś|coś|się &lt;y#fin:sg:ter:imperf>,przymiotnik) (lub 'taki(a,e), który(ą,e) ktoś|coś|się &lt;y#praet:sg:m1:perf>(o),przymiotnik)"
156;139;"relacja leksykalna";"-1";"instrument";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji instrumentu do &lt;y#>";"instr";"false";"p_savi";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), za pomocą którego(ej) ktoś|coś|się &lt;y#fin:sg:ter:imperf>',przymiotnik)"
157;25;"relacja leksykalna";"-1";"miejsce";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji miejsca do &lt;y#>";"loc";"false";"p_ravm";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), gdzie ktoś|coś|się &lt;y#fin:sg:ter:imperf>,przymiotnik)"
158;10;"relacja leksykalna";"-1";"czas";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji czasu do &lt;y#>";"time";"false";"p_ravczas";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), w czasie którego(ej) ktoś|coś|się|NULL &lt;y#fin:sg:ter:imperf>',przymiotnik)"
160;284;"relacja leksykalna";"-1";"rezultat";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji rezultatu do &lt;y#>";"result";"false";"p_ravres";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a,e) jest efektem tego, że ktoś|coś|się &lt;y#fin:sg:ter:imperf>,przymiotnik) (lub 'taki(a,e), który(a,e) jest efektem tego, że ktoś|coś|się &lt;y#preat:sg:m1:perf>(o),przymiotnik)"
161;41;"relacja leksykalna";"-1";"kauzacja";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest w relacji przyczyny do &lt;y#>";"caus";"false";"p_ravcau";"(&lt;x#> to przymiotnik derywowany od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem przymiotnikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a,e) powoduje, że ktoś|coś &lt;y#fin:sg:ter:imperf>,przymiotnik)"
163;315;"relacja leksykalna";"-1";"potencjalność";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację potencjalności z &lt;y#>";"pot";"false";"p_predpo";"(&lt;x#> jest przymiotnikiem derywowanym od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem odczasownikowym,przymiotnik) (&lt;x#> oznacza 'taki(a,e), który(a,e) można &lt;y#>',przymiotnik)"
164;111;"relacja leksykalna";"-1";"habitualność";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację habitualności z &lt;y#>";"hab";"false";"p_predhab";"(&lt;x#> jest przymiotnikiem derywowanym od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem odczasownikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a,e) często|stale|łatwo &lt;y#fin:sg:ter:imperf>',przymiotnik)"
165;15;"relacja leksykalna";"-1";"kwantytatywność";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację kwantytatywności z &lt;y#>";"kwant";"false";"p_predkwa";"(&lt;x#> jest przymiotnikiem derywowanym od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem odczasownikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a,e) dużo &lt;y#fin:sg:ter:imperf>',przymiotnik)"
166;15;"relacja leksykalna";"-1";"ocena";"(dziedziczone)";"(dziedziczone)";"&lt;x#> wchodzi w relację oceny z &lt;y#>";"ocen";"false";"p_predoce";"(&lt;x#> jest przymiotnikiem derywowanym od czasownika &lt;y#>,przymiotnik) (&lt;x#> nie jest imiesłowem odczasownikowym,przymiotnik) (&lt;x#> znaczy 'taki(a,e), który(a,e) dobrze &lt;y#fin:sg:ter:imperf>',przymiotnik)"
168;818;"relacja leksykalna";"-1";"nacechowanie-intensywność Adj-Adj";"";"przymiotnik";"&lt;x#> jest to intensivum od &lt;y#>";"intens";"false";"p_diminaa";"(&lt;x#> i &lt;y#> to przymiotniki,przymiotnik) (&lt;x#> jest derywatem nacechowanym przymiotnika &lt;y#>,przymiotnik) (To, że ktoś|coś jest &lt;x#>(a,e), oznacza, że jest bardzo &lt;y#>(a,e), i mówiący jest do tego kogoś|czegoś pozytywnie nastawiony.,przymiotnik)"
169;15346;"relacja leksykalna";"-1";"synonimia międzyparadygmatyczna dla relacyjnych";"(dziedziczone)";"(dziedziczone)";"&lt;x#> jest synonimem mpar. do &lt;y#>";"syn.mpar.rel.";"false";"p_smprel";"(&lt;x#> to przymiotnik relacyjny, &lt;y#> to rzeczownik,przymiotnik) (&lt;x#> jest derywatem transpozycyjnym utworzonym od rzeczownika &lt;y#>,przymiotnik) (&lt;x#> może mieć różne szczegółowe znaczenia kontekstowe (realizujące się w użyciach), które można ogólnie sprowadzić do eksplikacji 'związany z &lt;y#subst:sg:inst:%>',przymiotnik) (W kontekście można zastąpić przymiotnik &lt;x#> jego bazą derywacyjną &lt;y#> użytą w odpowiednim przypadku lub z odpowiednim przyimkiem,przymiotnik)"
230;68;"relacja pomiędzy synsetami";"-1";"sumo_instance";"";"nieznana,czasownik,rzeczownik,przysłówek,przymiotnik";"&lt;x#> jest rodzajem &lt;y#> w ontologii SUMO";"sumo";"false";"";""
242;1227;"relacja leksykalna";"-1";"rola: materiał";"Relacja roli: materiału jest wyjątkową relacją roli, łączącą przymiotniki materiałowe z ich podstawami rzeczownikowymi nazwami substancji i materiałów.";"rzeczownik,przymiotnik";"&lt;x#> jest zrobione z &lt;y#>";"mat";"false";"";"(&lt;x#> to przymiotnik/ &lt;y#> to rzeczownik,przymiotnik) (&lt;x#> oznacza taki, który zrobiono z &lt;y#>,przymiotnik)"
244;9143;"relacja leksykalna";"-1";"synonimia międzyparadygmatyczna ADV-ADJ";"(dziedziczone)";"(dziedziczone)";"&lt;x#> i &lt;y#> są synonimami międzyparadygmatycznymi";"syn:mpar_AdvAdj";"false";"";"(&lt;x#> to przysłówek, a &lt;y#> to przymiotnik,przysłówek) (&lt;x#> jest derywatem przymiotnika &lt;y#>,przysłówek) ([a] Jeżeli ktoś / coś robi coś &lt;x#>, to jest to &lt;y#>-e robienie czegoś przez kogoś / coś.,przysłówek) ([a] Jeżeli to jest &lt;y#>-e robienie czegoś przez kogoś / coś, to ktoś / coś robi coś &lt;x#>.,przysłówek) ([b] Jeżeli coś dzieje się &lt;x#>, to jest to &lt;y#>-e dzianie się czegoś.,przysłówek) ([b] Jeżeli to jest &lt;y#>-e dzianie się czegoś, to coś dzieje się &lt;x#>.,przysłówek) ([c] Jeżeli ktoś / coś jest &lt;x#> jakiś (-aś, -eś), to cecha (rzadziej: inny rzeczownik) jest &lt;y#> (-a, -e).,przysłówek) ([c] Jeżeli cecha (rzadziej: inny rzeczownik) jest &lt;y#> (-a, -e), to ktoś / coś jest &lt;x#> jakiś (-aś, -eś).,przysłówek) ([d] Jeżeli jest &lt;x#>, to coś jest &lt;y#> (-e, -a).,przysłówek) (Jeżeli coś jest &lt;y#> (-e, -a), to jest &lt;x#>.,przysłówek)"
